,Rating,Title,Review,Review_Date
23,1.0,"This is not OnePlus, it's oppo","The worst OnePlus phone ever, wasted my 43k on the bakwas phone, please don't buy this, I exchanged my OnePlus 6 for the trash",19 May 2022
24,1.0,Recieved defective item,"The media could not be loaded.
                



 The display near the selfie camera is blacked out...and asked for replacement",19 May 2022
25,5.0,"Battery drains really fast, while on a video call",,29 May 2022
26,5.0,The most beautiful OnePlus,"Look is amazing like an iPhone,fast and  great  in battery charging and good in draining .One of the major PBM im facing is that with company portal app by  Microsoft that my company uses  for official tools.Found some  bugs with Android 12 of OnePlus 10R.Hope, OnePlus will resolve it as earlier.",13 May 2022
27,2.0,Camera is not upto the mark,It's 40k phone but camera is like 20k phone.And there is no Dolby features. We could buy another best phone in 40k.,15 May 2022
28,1.0,"Not satisfactory , no music player , no port for wired earphone, not satisfied with camera","Hanging very much. Not satisfactory  as per cost.this is true as per cost feature are poor, not good quality camera",12 May 2022
29,3.0,Disappointed by 10R,"Cheap design, feel like plastic phone, display is average, so the Camera.With 38k on stake 10r is not worth.",11 May 2022
30,5.0,AWESOME ONEPLUS SMARTPHONE,AWESOME (ONEPLUS) SMARTPHONE IN BUDGET WHICH HAS(12 GB RAM AND 256 GB) PREETY COOL N SMOOTH ! N NICE TEXTURES BACKSIDE YOU SHOULD BUY THESE( ONEPLUS 10R 5G ) SMARTPHONE FOR SURE,12 May 2022
31,3.0,Not worth the money,"Reviewing this after using for couple weeks. Charging fast as expected, battery life pretty good. With full charge, it lasts a whole day with moderate usage.Camera not bad.No heating issue.However, the UI is bad, lots of features older OS/models had are missing. Some of the apps does not work properly.Sudio output is not good. Even the volume levels not good when connected to Bluetooth speaker.Doesn't auto connect to Bluetooth devices properly.Has issues with network connection dropping sometimes.Not much options to personalize.Definately not worth 43k.My old one+6 is much better than this.",28 May 2022
32,1.0,Pathetic camera,"Guys just go for some renowed brand, one plus phones quality is pathetic now, if you are looking for camera phone , just avoid one plus",15 May 2022
33,2.0,Not worth it buying.....,"Using since last 3 weeks,Pros1. Charging in 20 mins from 0 to 100Cons1. Everything in this phone for 43k apart from charging is con.This phone can be considered as 16k-20k phone, company didn't worked on UI, UX or any basic thing, they just get one software suitable to run hardware at bare minimum and left it.Sent feedback to company so many times about a lot of problems in almost every single aspect u touch  on this phone. Camera is not upto the mark, OIS doesnt work, snaps are over saturated, video comes blurry at highest possible settings with AI """" enabled.They have copied half of the things from realme UI that too those things works better in realme only and lags and feels shady on this phone.One more major issue is there on this phone is phone colors goes greyscale when we lower the brightness of the phone, u can suddenly feel that u might be using 10 year old nokia color phone after lowering the brightness of screen, cors will be faded, every black color will appear as grey and it will feel ugly as like as cheapest chinese phones.Ringtones may ring and stop ring and stop by itnself without changing any settings sometimes sometimes they goes smoothly.Company has just made this phone to looto people they has nothing to do with this phone and its users that is what i got after trying to their customer support too.Finding good deal to exchange this phone ASAP.Go with Google Pixel....",5 June 2022
34,1.0,"Not at all recommended... Waste of money, Not Good...","Very worst design & colour, very bad look.... USB cable missing, no proper response and solution from customer care, for using also worst experience...  if there were negative starts I would have suggested that... Don't go this ever... Waste of money. No return policy also this... Very very bad....",16 May 2022
35,5.0,Its really good but heating issue  ho rha h and cemra relly good bgmi grafics plz improved,"The media could not be loaded.
                



 I like one plus 10 r but bgmi grafics only high",10 May 2022
36,5.0,Best phone in one plus➕,Best,10 May 2022
37,3.0,Good Phone,"I have been using OnePlus 7 pro for more than 2years. It's way different from other OnePlus phones in all aspects. Though Oxygen OS 12 has some bugs, it is fluidy smooth. Camera is average not that best. Performance with all the specs OnePlus 10R provides is the best. Speakers are standard. Display is decent with the price range. No IP rating. Light weight phone. But definitely it's a good phone and  a worth upgrade. I like the flat design even though it is not a pocket friendly phone.Overall - 3.5/5",15 May 2022
38,1.0,Not worth the price. Don't buy.,"Not worth a penny more than 25k.PROS1. Display is decent.2. Charging speed is decent.CONS1. Processor. I can assure you it's not as good as snapdragon.2. Battery life is very bad. Drains very quick within half a day. THIS IS A HUGE CON.3. Heating issues. Honestly didn't expect from Oneplus. But unfortunately it's a OPPO rebranded phone so no wonder it has heating issues.4. No alert slider.5. Touch sensitivity is not as good as the price range. Touch lags often.Definitely not worth the price, don't buy.I'm using iqoo3 (snapdragon 865) for past 2 and half years. As of today it still performs far better than 10R.Other than the display, nothing in 10R is better than iqoo3.",9 June 2022
39,1.0,Really bad experience,"PHONE DISPLAY GONE IN A DAY AFTER I PURCHASED, REALLY BAD EXPERIENCE.",13 May 2022
40,5.0,Awesome Phone . Charger 150 watt vary Faster. Beat product.,Awesome Phone . Charger 150 watt vary Faster.,10 May 2022
41,5.0,Awesome device,"This is a great device. I am using this from last 10 days and the feel is very good. I am looking for a squarer designed phone like we used to have in old iphones and the latest iPhone 13. I don't like the round edging devices but recently no other device comes with flat and square design, and when I saw this phone I fall in love with its design. Here are the pros:1. Great and different design.2. Awesome screen quality with 120 hertz.3. Great battery life and charging. It took 35 to 40 min for me to charge from 0 to 100 using 80 watt charger.4. Super smooth OS and no bloatware.5. Great haptic response.",22 May 2022
42,1.0,Battery 🔋 drains very fast,"Battery 🔋 drains very fast , after spending this amount I'm very disappointed as the battery comes from 100-20 percent in a matter of 12 hours (without any gaming & videos). Pathetic phone.",18 May 2022
43,1.0,"After spending 38999 INR for a phone , just sitting without any connectivity. Phone is hang.","I was using One Plus 7 phone for the last 2 years , however that was broken and so I purchased One Plus 10R 5G 3 days back.On the day 1 , just within 12 hrs of set up completion and full charging , phone got hanged, cannot even restart or Power off.Very bad and dissatisfied , not value for money at all.",17 June 2022
44,1.0,Every thing is poor quality,"There is many problem to use the phonesI.eVery heat problemEvery time it's searched networkDuring using of phone it's generated very heat,hang problemsAur to aur jb heat hota hai to display automatic hilne lag jaati hKoi function kaam nahi krtaCamera setting jaisi use krne ke liye dikhaai gai vaisa kuchh nai haiBilkul normal cameraIsse accha to mi ka koi bhi 20 k ki range ka mobile Lelo vo mst chalta haiVery discounted bs dekhne me accha hai",11 June 2022
45,5.0,Light weight and rich look mobile,It's very light weight phone and looks wise also very good. After using more than 15 days few edits. Charging is very fast without any heating issue. I am using my phone for moderate use ( not playing games but watching movies and YouTube videos) charging last upto one whole day. I am charging it only onetime and battery will last full day. Camera resolution is verygood . I hope this will help to decide whether want to purchase this phone or not. My suggestion is you can go for it 🙂,14 May 2022
46,4.0,Good battery and fast changing.,Pros:- Great battery 🔋 Fast charging.- Good performance. Didn't find any heating issues while playing games or using camera for longer duration.Cons:- Average camera- Doesn't feel like a premium phone for this price.- No alert slider or audio jack.,12 May 2022
47,1.0,Major issue does not support enterprise solutions,Camera quality not very good touch also seems not so smooth and most worst thing it does not support Android enterprise so not able to use outlook and teams,16 June 2022
48,5.0,Good phone,Review after Using almost 1 week.Pro-charging very fastCamaraTough and hardFeaturesEtc..ConsSlightly expensive in the rangeBit bigger in hand. (It's depand person to person),12 May 2022
49,5.0,Good Phone for long term,"Good PhonePros:Great display, best battery backup( two days for me after reducing refresh rate and disabling few features and some settings), bloatfree Oxygen OS 12, very fast charging, no heating at all while watching video etc..., Good back covercase; no need to purchase outside. Three major android updates and four years security patching.Cons:Slightly bigger on hands 6.7 inch.Overall very nice phone for long term, I moved from IPhone SE 2016 to OnePlus 10R",18 June 2022
50,5.0,One plus 10R best phone at the moment.,"Based on the looks OnePlus 10R is a little wired but this phone has good specs and it can give a good performance!First, the 120 Hz Fluid OLED display is amazing because OLED is the best display in other devices too, also it gives the best quality viewing which doesn't strain the eyes like the LCD displays. The Dimensity 8100-MAX CPU is as good .it will give a smooth and good performance when it comes to apps, gaming, entertainment, etc, and also good for battery life because the phone will be smooth and don't struggle so the battery will not drain fast! A 4500 mAh Battery is a beast that will give enough power for more than 1.5 days, this battery is great and an 150W SUPERVOOC charger will charge the phone in 30 mins! and 150W charger is for 4500 mAh battery. One of the main specs of the phone is the Storage which is as usual 12GB Ram with 256GB storage, this is amazing & very effective. The Camera is great in OnePlus phones and in this model, it is better with the sony sensor and 16MP Front Camera, 50MP main camera, Ultra wide-angle with 8MP, and Marco Lens is included with 2MP  The In-display Fingerprint Sensor is great and it is added as usual for a flagship phone, Dual Stereo Speakers are also a plus for listening to music and watching videos. Overall for a price starting at 42K this phone is a good value for money compared to other flagship phones! The back of the phone looks wired as I said so I might put on the skin",26 May 2022
51,1.0,"Build looks cheap for a OnePlus, No Toggle switch / alert slider?????? Otherwise Great performance!","Build looks cheap for a OnePlus, No Toggle switch / alert slider??????You remove the one good thing about the phone????? Why??????Otherwise Great performance! Fast and all the other frills. REPEAT CHEAP BUILD QUALITY!",1 June 2022
52,5.0,Terrific purchase,"Thanks to Amazon got the mobile in next day delivery. And thr phone is butterly smooth without a doubt.Pros-8100 chipset works great and it can withstand any heavy load.No ads with the Oxygen OSRear camera is good and captues great images150W charging is a beast, charges the mobile fully in 10-15 minsBattery lasts easily for 1 whole day with heavy to medium usage120HZ screen is fabulous and screen viewing is great while watching Netflix or Prime videoCons-Front camera is a bit snappy(hoping could be fixed with updates)Charger is twice or thrice the weight of the mobileOffice users may face issues while setting up Work profile with Intune (bcoz of Android 12, its a know bug with Oneplus 9Pro and above, hoping for an update for fix)",15 May 2022
53,5.0,Super speed charging and great phone,Great phone..love this one..super speed charging and thermal performance is also good .no more worries about charger..30 mins enough for a day,11 May 2022
54,1.0,Don't buy,This phone is made for people who love to keep their phone docked to the charger. It's battery life is worse than my last phone which was a One Plus only 6T to be precise. Just after using this phone for less than 48 hrs I am regretting my decision to buy this pathetic phone.,30 May 2022
55,3.0,battery is getting drained quickly,"I bought a 12GB and 150 watts charger variant. and after using it for more than 3 days, this is what I feel.the battery is getting drained quickly. Every day one has to charge, provided you are not addicted to the phone. your screen time is less. Otherwise one has to charge twice a day. Overall, the phone is good to have at this price range. If you have little extra money, I would recommend iPhone 13.",25 May 2022
56,4.0,It's an average buy,"The phone looks good and the performance is also good, it does heat up a bit at the time of charging else it's fine.ProsGood cameraSuper speed chargingLight weightNo to minimal heatup (p.s I don't play games)Sound quality is good.ConsBattery back up is not that great, but it's works for 24 hours with moderate usage and hotspot on for atleast 6 hours.I think the price should be a bit less, given the quality of body material being used.Rest the phone runs fine.",8 June 2022
57,5.0,Great investment,I have had this phone for a week and I just have praises. Excellent battery backup and charging time. Features are great and easy to use. Face and finger print unlock is seamless. Connectivity is amazing. I love the design and cuts. It's a little heavy than what I expected but that's definitely not a show stopper. Over all a definite model to go for.,17 May 2022
58,4.0,Overall good product is this,It is good in every field battery and speed also good and no in built app is on this device that is very good and many more I love this phone thanking you Amazon..,28 May 2022
59,4.0,Light weight....n good looks,Camera is really not good....if u want a camera phone then do not go ahead. . . otherwise it is better deal ....light weight...good looking ....nice features....,14 May 2022
60,2.0,Battery draining fast,Phone battery drains fast.,15 May 2022
61,1.0,Battery,Battery discharge very quickly.. heating issue,12 May 2022
62,4.0,"Lag issue for biometric when we open apps,I used oneplus7 earlier, which is good than this","Lag issue for biometric when we open apps,I used oneplus7, OnePlus 5 earlier, which is good than thisThe charger is getting heat , overall 100% it is taking 20 mins -this is good",14 May 2022
63,1.0,LowQuality build up,Plastic product and you can not feel that you are having a valuable product,11 June 2022
64,1.0,I want to return the Product but no answer from Amazon,"The Product is totally non user friendly, l m trying to return & get my refund but Amazon is not respondind to my complaints.",22 May 2022
65,2.0,Not a OnePlus kinda phone,"Upgraded from one plus 7 to this, i miss my old phone. This one is ok, but not impressive in terms of look, feel, size and battery backup.",2 June 2022
66,5.0,Repeat happy customer #Oneplus,"This is my second OnePlus device after OnePlus 7t. The only reason I have changed my device is to have a better battery. And new OnePlus 10R suffice my need. It has a very good battery and after a full day usage of calls with video playback time of around 2 hrs battery 🔋% in the evening shows around 42 -46 %. Good screen, good cameras and the phone is lightweight due to non-metal body... Loving it",21 June 2022
67,4.0,A very decent phone from One Plus,"One plus removed the Alert Slider from this phone which I think is a big minus. As per performance, its not as powerful as Snapdragon 888 chipset. Also the BGMI games are not totally optimized in the phone. Here comes the charging part, its unbelievably one of the fastest charging phone without any heat issue which I really liked about it. The camera is pretty good in daylight than night time. I also like the look & finish of the phone. I bought the phone(12GB-80watt charger) in 43K but I think it could have been little cheaper. For my daily acivities in the phone overally its doing great in OS12.1 till now.",2 June 2022
68,4.0,Good Phone but Alexa Handsfree not working,"Overall good phone, lite weight but Alexa handsfree setup not working for me..Performance wise good, display is good, Full charge takes 30 Min.",11 May 2022
69,2.0,If you love taking pictures then definitely this phone will bore you to death,"Second one is screenshoot...in 2.7 x zoom,the image is all distorted....In term of camera it failed desperately",12 June 2022
70,1.0,Phone hanging problem while scrolling up or down,"While Scrolling up or down its hanging at every second , like on facebook when we see the post the doing scrolling down then then it's hanging and even playing any video on facebook it's hanging. As per my experience it's UI problem. So I have this bad experience",12 June 2022
71,1.0,Worst phone ever,quality of this phone is so cheap .there is overheating issue in this phone .low quality plasctic in back it will heat a lot it feels like plastic will melt sometime,20 May 2022
72,4.0,Could have been better!,"Having it using it for quite some weeks now. Charging, performance all are good. But yes, looks and camera could have been a lot better as the price is a hefty one. Would rate 3.5/5 overall.",21 May 2022
73,5.0,So far so good.,"Well capable phone for day to day tasks with minimum lag. Battery and fast charging is a complete game changer, no more charging phones all night. Decent main camera with average wide angle camera, just ignore the macro camera. Doesn't feel like a premium OnePlus phone with missing defining feature like alert slider(though I rarely feel its need). This is just the initial impression, only time will tell how it performs in the future.",14 May 2022
74,2.0,Charging,i bought OnePlus mobile 12 gb ram and 256 gb rom of Sierra black andOnePlus says 1% to 100% of charge takes Just 17 mins but when I charge it takes 20% to 94% is 26 mins and how it will be charge in 17 mins,21 May 2022
75,5.0,Nice phone on this price range.,I exchange my older one plus phone and get this one Plus 10R. Good experience. Happy to buy this.,13 May 2022
76,1.0,Cheating on varient,Oppo Varient phone,10 June 2022
77,5.0,Good phone with best battery back up . Phone charging take max 40mins from 0 to 100%.,Battery back up excellent . 80watts charger does brilliant job.  30-40mins the phone gets fully charged.Sound output is little low.  Camera good but not best. Display good but not best .  May be future software updates will take care of this issue.4.4 ratings,15 May 2022
78,4.0,Excellent camera but bad battery life.,Value for money. And very good camera. Loved the pictures taken. But the battery life has been disappointing. Won't come for full 1 day. There is quick drainout.,29 May 2022
79,5.0,Good phone with great processor or charging speed .like a rocket,"Very good phone with a good camera , processor, charging speed like a rocket",10 May 2022
80,3.0,Finger printsensor needs an upgrade,Finger print sensor isn't smart enough to analyse the parts and put it together to get a complete finger print.Otherwise it's a decent phone for this is price rangeNeed a S/W Upgrade,15 May 2022
81,4.0,Average phone.,I have been using one plus mobile for last 8 years. I was expecting better features on this latest 10 model. Over all the phone has similar pace and usability like 6 or 6T.,21 May 2022
82,1.0,Iski sim pin nahi aayi h sir,Ok,10 June 2022
83,5.0,One plus 10R,"The media could not be loaded.
                



 I saw this Mobile.I bought this mobileEnd of Review",26 May 2022
84,1.0,Camera is not upto the mark,Camera quality is not upto the mark especially front camera,13 May 2022
85,5.0,Nice camera with good battery life,"Good quality1.Very smooth with work life2.Smooth touch as expected with one plus3.Light weight4.No heating issues5.Sony camera are still enough6.For office purpose, its too good with heavy applicationsDemarit1.Battery life2.If display on HD mode with high refresh rate, it takes too much battery life",17 June 2022
86,4.0,1st day review,*I noticed phone getting moderate heat at outdoor and after charge .*Camera not too satisfied but not bad*I don't seen any bugs or issues faced.Overall it's worth for 37k with discount and don't buy 150watt variant...not advisable,14 May 2022
87,1.0,Waste of money,Display quality very bad. Screen looks yellowish in colour. It hurts eyes. Also USB file transfer very slow..,11 June 2022
88,5.0,OnePlus True premium Look phone,5dys Review.. BACK CAMERA 9 /10. FRONT CAMERA 8/10. Battery 10/10. Performance 10/10. OVERALL 9/10.  GOOD PREMIUM PHONE ONEPLUS 10R...,16 May 2022
89,3.0,Camera was soo bad,"The phone camera was soo disappointing. It is not like 1+, it's like OPPO... phone...When I video call using WhatsApp or insta the camera itself turns into blur mode...I tried settings but it didn't work.",9 June 2022
90,5.0,Good phone for a budget of under 45 k,I am using OnePlus for last 5 years . And after using the phone for one month i have no complain super smooth recommending people to buy if u want a good gaming experience under 45 k and a good camera,21 May 2022
91,5.0,Awsm,Charging ⭐⭐⭐⭐⭐Camera⭐⭐⭐⭐⭐,14 May 2022
92,5.0,Different but amazing!,"Been using for a month. I was skeptical after I read some bad reviews on how one plus copied a different phone but honestly, I took my chance and I am loving it. The battery is amazing, great camera and performance is smooth as well. I love love love the phone. Instead of depending on reviews, purchase this piece and enjoy.",28 May 2022
93,1.0,One plus destroyed his name...,One plus destroyed his name....the phone quality just like opp dont go 4 it,24 May 2022
94,1.0,"Unable to access Outlook, The Intune Company Portal has problem.","Unable to access Outlook, on OnePlus 10R. problem in device settings. The Intune Company Portal has a problem. Earlier I had a OnePlus Nord which was compatible.",17 June 2022
95,4.0,This phone have some problem.,You can’t close all the tabs in one go.  It will show you an error- “Your System is now in optimal condition”I trying reaching out to Customer Centre but again there is no response.,3 June 2022
96,1.0,Not recommended,Worst phone.its not worth 39k...phone is hanging too much..turns off in between usage.camera is not too good..,20 May 2022
97,2.0,Good,Battery backup is not good it drains faste .. camera is good also heating issue is there ..,15 May 2022
98,1.0,No more one plus ...no more a premium phone ...time to change,No more a flagship phone ...waste of money,17 June 2022
99,5.0,Excellent & Sturdy phone,"Excellent phone, charges quickly, battery backup too good. Very sturdy, easy to use, good features.",5 June 2022
100,5.0,Awasome Phone,"Superb battery life, clear pixels & fast charging.Overall performance is satisfactory & good.",15 June 2022
101,4.0,Its beautiful oneplus 10r,"Looks perfectOnly size of the fone is too bigIt must be under 6""Otherwise looks 90%Camera we can compare with appleProcessor is also goodPrice matches the device",15 May 2022
102,4.0,Decent Buy,Great charging speed. Decent battery. Can easily last almost 1.5 days at times. Good camera. Sound output is weak and not good enough for the price this commands. That's the only con I've come across so far.,4 June 2022
103,5.0,Best product,An awesome Mobile you should go for it. Thank you OnePlus.,11 May 2022
104,5.0,Loved it,"Two weeks into use, and this is my first one plus..trust me for anyone who is switching to one plus for the first time you are gonna love it... Am already using it for two weeks now the camera is brilliant. Phone doesn't hang.. it's bit heavy..but looks very classy",28 May 2022
105,4.0,Loved the phone,"The phone is good. Works decently. Charging is also very very fast. Played games like Apex Legends etc, all were running smoothly.",19 June 2022
106,1.0,Camera,Camera quality not goot at night...worst experience,6 June 2022
107,4.0,Classy phone,The first impression of the phone is wow😍 battery backup is all gud. Fast charging is quite impressive. Camera quality is ok okIn overall I love the phone. Will advise you to definitely purchase it if you are thinking of a classy phone with every feature in it,30 May 2022
108,4.0,Nice,"I disliked the slider that they removed and notification light. Rest all good, nice quality phone, nice camera, charging speed is love.. M",19 May 2022
109,4.0,Good phone at minimal price !!,Nice model. It heats up while charging though.,13 May 2022
110,5.0,Nice look best performance with 2 days battery backup,Best performance mobile I am using OnePlus mobile from 5 Year's but OnePlus 10R  model best performance wise with 2 days battery backup,14 June 2022
111,5.0,Excellent phone,"Best phone, battery is awesome, of course if you play games batter will drain like all phone, else battey is very good. Very good speed, supr fast charging.",13 June 2022
112,5.0,Very smooth,"Good looking, smooth, one plus users will love it.",11 May 2022
113,1.0,Battery draining too fast. Alexa inbuilt doesn't work sometime.,Battery performance is poor and Alexa in built doesn't work,7 June 2022
114,5.0,Overall Good Phone,"Pros : 15min rapid charge , 12GB RAM & 256 ROM, bright good screen & colors , camera etcCons: No SD storage option",28 May 2022
115,5.0,It's good,In looks awesome. Lighter in weight than older versions. Camera and new cam options are fun. The same one+ features into a new look. Give a 10 for the look and camera,31 May 2022
